blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd,subject,procedure,day
2022_04_26_abb05,60,spout03,sucrose20,13,6.5,6.5,2.1213203435596424,abb05,multi_s,11
2022_04_26_abb05,60,spout04,sucrose00,6,3,3,0,abb05,multi_s,11
2022_04_26_abb05,60,spout05,sucrose05,3,1.5,1.5,0.7071067811865476,abb05,multi_s,11
2022_04_26_abb05,70,spout01,sucrose30,21,10.5,10.5,0.7071067811865476,abb05,multi_s,11
2022_04_26_abb05,70,spout02,sucrose10,20,10,10,0,abb05,multi_s,11
2022_04_26_abb05,70,spout03,sucrose20,18,9,9,1.4142135623730951,abb05,multi_s,11
2022_04_26_abb05,70,spout04,sucrose00,6,3,3,0,abb05,multi_s,11
2022_04_26_abb05,70,spout05,sucrose05,4,2,2,0,abb05,multi_s,11
2022_04_26_abb05,80,spout01,sucrose30,15,7.5,7.5,6.363961030678928,abb05,multi_s,11
2022_04_26_abb05,80,spout02,sucrose10,9,4.5,4.5,2.1213203435596424,abb05,multi_s,11
2022_04_26_abb05,80,spout03,sucrose20,11,5.5,5.5,6.363961030678928,abb05,multi_s,11
2022_04_26_abb05,80,spout04,sucrose00,7,3.5,3.5,0.7071067811865476,abb05,multi_s,11
2022_04_26_abb05,80,spout05,sucrose05,7,3.5,3.5,2.1213203435596424,abb05,multi_s,11
2022_04_26_abb05,90,spout01,sucrose30,11,5.5,5.5,3.5355339059327378,abb05,multi_s,11
2022_04_26_abb05,90,spout02,sucrose10,4,2,2,2.8284271247461903,abb05,multi_s,11
2022_04_26_abb05,90,spout03,sucrose20,8,4,4,1.4142135623730951,abb05,multi_s,11
2022_04_26_abb05,90,spout04,sucrose00,5,2.5,2.5,3.5355339059327378,abb05,multi_s,11
2022_04_26_abb05,90,spout05,sucrose05,4,2,2,0,abb05,multi_s,11
2022_04_27_abb03,0,spout01,sucrose20,39,19.5,19.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,0,spout02,sucrose30,39,19.5,19.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,0,spout03,sucrose05,40,20,20,1.4142135623730951,abb03,multi_s,12
2022_04_27_abb03,0,spout04,sucrose10,39,19.5,19.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,0,spout05,sucrose00,43,21.5,21.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,10,spout01,sucrose20,40,20,20,1.4142135623730951,abb03,multi_s,12
2022_04_27_abb03,10,spout02,sucrose30,41,20.5,20.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,10,spout03,sucrose05,41,20.5,20.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,10,spout04,sucrose10,45,22.5,22.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,10,spout05,sucrose00,42,21,21,1.4142135623730951,abb03,multi_s,12
2022_04_27_abb03,20,spout01,sucrose20,38,19,19,0,abb03,multi_s,12
2022_04_27_abb03,20,spout02,sucrose30,35,17.5,17.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,20,spout03,sucrose05,29,14.5,14.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,20,spout04,sucrose10,45,22.5,22.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,20,spout05,sucrose00,44,22,22,1.4142135623730951,abb03,multi_s,12
2022_04_27_abb03,30,spout01,sucrose20,28,14,14,4.242640687119285,abb03,multi_s,12
2022_04_27_abb03,30,spout02,sucrose30,33,16.5,16.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,30,spout03,sucrose05,26,13,13,0,abb03,multi_s,12
2022_04_27_abb03,30,spout04,sucrose10,36,18,18,4.242640687119285,abb03,multi_s,12
2022_04_27_abb03,30,spout05,sucrose00,29,14.5,14.5,6.363961030678928,abb03,multi_s,12
2022_04_27_abb03,40,spout01,sucrose20,23,11.5,11.5,2.1213203435596424,abb03,multi_s,12
2022_04_27_abb03,40,spout02,sucrose30,27,13.5,13.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,40,spout03,sucrose05,13,6.5,6.5,0.7071067811865476,abb03,multi_s,12
2022_04_27_abb03,40,spout04,sucrose10,10,5,5,0,abb03,multi_s,12
2022_04_27_abb03,40,spout05,sucrose00,25,12.5,12.5,3.5355339059327378,abb03,multi_s,12
2022_04_27_abb03,50,spout01,sucrose20,23,11.5,11.5,2.1213203435596424,abb03,multi_s,12
2022_04_27_abb03,50,spout02,sucrose30,24,12,12,1.4142135623730951,abb03,multi_s,12
2022_04_27_abb03,50,spout03,sucrose05,12,6,6,5.656854249492381,abb03,multi_s,12
2022_04_27_abb03,50,spout04,sucrose10,5,2.5,2.5,3.5355339059327378,abb03,multi_s,12
2022_04_27_abb03,50,spout05,sucrose00,6,3,3,4.242640687119285,abb03,multi_s,12
2022_04_27_abb03,60,spout01,sucrose20,0,0,0,0,abb03,multi_s,12
2022_04_27_abb03,60,spout02,sucrose30,22,11,11,2.8284271247461903,abb03,multi_s,12
2022_04_27_abb03,60,spout03,sucrose05,3,1.5,1.5,2.1213203435596424,abb03,multi_s,12
2022_04_27_abb03,60,spout04,sucrose10,3,1.5,1.5,2.1213203435596424,abb03,multi_s,12
2022_04_27_abb03,60,spout05,sucrose00,26,13,13,1.4142135623730951,abb03,multi_s,12
2022_04_27_abb03,70,spout01,sucrose20,0,0,0,0,abb03,multi_s,12
2022_04_27_abb03,70,spout02,sucrose30,25,12.5,12.5,2.1213203435596424,abb03,multi_s,12
2022_04_27_abb03,70,spout03,sucrose05,10,5,5,2.8284271247461903,abb03,multi_s,12
2022_04_27_abb03,70,spout04,sucrose10,17,8.5,8.5,12.020815280171307,abb03,multi_s,12
2022_04_27_abb03,70,spout05,sucrose00,0,0,0,0,abb03,multi_s,12
2022_04_27_abb03,80,spout01,sucrose20,11,5.5,5.5,7.7781745930520225,abb03,multi_s,12
2022_04_27_abb03,80,spout02,sucrose30,25,12.5,12.5,2.1213203435596424,abb03,multi_s,12
2022_04_27_abb03,80,spout03,sucrose05,2,1,1,1.4142135623730951,abb03,multi_s,12
2022_04_27_abb03,80,spout04,sucrose10,0,0,0,0,abb03,multi_s,12
2022_04_27_abb03,80,spout05,sucrose00,0,0,0,0,abb03,multi_s,12
2022_04_27_abb03,90,spout01,sucrose20,0,0,0,0,abb03,multi_s,12
2022_04_27_abb03,90,spout02,sucrose30,22,11,11,1.4142135623730951,abb03,multi_s,12
2022_04_27_abb03,90,spout03,sucrose05,10,5,5,2.8284271247461903,abb03,multi_s,12
2022_04_27_abb03,90,spout04,sucrose10,0,0,0,0,abb03,multi_s,12
2022_04_27_abb03,90,spout05,sucrose00,3,1.5,1.5,2.1213203435596424,abb03,multi_s,12
2022_04_27_abb05,0,spout01,sucrose20,46,23,23,0,abb05,multi_s,12
2022_04_27_abb05,0,spout02,sucrose30,47,23.5,23.5,0.7071067811865476,abb05,multi_s,12
2022_04_27_abb05,0,spout03,sucrose05,42,21,21,0,abb05,multi_s,12
2022_04_27_abb05,0,spout04,sucrose10,47,23.5,23.5,0.7071067811865476,abb05,multi_s,12
2022_04_27_abb05,0,spout05,sucrose00,43,21.5,21.5,0.7071067811865476,abb05,multi_s,12
2022_04_27_abb05,10,spout01,sucrose20,40,20,20,5.656854249492381,abb05,multi_s,12
2022_04_27_abb05,10,spout02,sucrose30,46,23,23,0,abb05,multi_s,12
2022_04_27_abb05,10,spout03,sucrose05,19,9.5,9.5,2.1213203435596424,abb05,multi_s,12
2022_04_27_abb05,10,spout04,sucrose10,36,18,18,1.4142135623730951,abb05,multi_s,12
2022_04_27_abb05,10,spout05,sucrose00,29,14.5,14.5,10.606601717798213,abb05,multi_s,12
2022_04_27_abb05,20,spout01,sucrose20,20,10,10,4.242640687119285,abb05,multi_s,12
2022_04_27_abb05,20,spout02,sucrose30,44,22,22,0,abb05,multi_s,12
2022_04_27_abb05,20,spout03,sucrose05,18,9,9,2.8284271247461903,abb05,multi_s,12
2022_04_27_abb05,20,spout04,sucrose10,26,13,13,7.0710678118654755,abb05,multi_s,12
2022_04_27_abb05,20,spout05,sucrose00,36,18,18,2.8284271247461903,abb05,multi_s,12
2022_04_27_abb05,30,spout01,sucrose20,16,8,8,2.8284271247461903,abb05,multi_s,12
2022_04_27_abb05,30,spout02,sucrose30,34,17,17,2.8284271247461903,abb05,multi_s,12
2022_04_27_abb05,30,spout03,sucrose05,19,9.5,9.5,2.1213203435596424,abb05,multi_s,12
2022_04_27_abb05,30,spout04,sucrose10,23,11.5,11.5,3.5355339059327378,abb05,multi_s,12
2022_04_27_abb05,30,spout05,sucrose00,9,4.5,4.5,2.1213203435596424,abb05,multi_s,12
2022_04_27_abb05,40,spout01,sucrose20,29,14.5,14.5,3.5355339059327378,abb05,multi_s,12
2022_04_27_abb05,40,spout02,sucrose30,29,14.5,14.5,2.1213203435596424,abb05,multi_s,12
2022_04_27_abb05,40,spout03,sucrose05,18,9,9,0,abb05,multi_s,12
2022_04_27_abb05,40,spout04,sucrose10,22,11,11,4.242640687119285,abb05,multi_s,12
2022_04_27_abb05,40,spout05,sucrose00,14,7,7,5.656854249492381,abb05,multi_s,12
2022_04_27_abb05,50,spout01,sucrose20,26,13,13,4.242640687119285,abb05,multi_s,12
2022_04_27_abb05,50,spout02,sucrose30,33,16.5,16.5,0.7071067811865476,abb05,multi_s,12
2022_04_27_abb05,50,spout03,sucrose05,9,4.5,4.5,2.1213203435596424,abb05,multi_s,12
2022_04_27_abb05,50,spout04,sucrose10,12,6,6,5.656854249492381,abb05,multi_s,12
2022_04_27_abb05,50,spout05,sucrose00,16,8,8,8.48528137423857,abb05,multi_s,12
2022_04_27_abb05,60,spout01,sucrose20,16,8,8,1.4142135623730951,abb05,multi_s,12
2022_04_27_abb05,60,spout02,sucrose30,28,14,14,1.4142135623730951,abb05,multi_s,12
2022_04_27_abb05,60,spout03,sucrose05,9,4.5,4.5,3.5355339059327378,abb05,multi_s,12
2022_04_27_abb05,60,spout04,sucrose10,18,9,9,5.656854249492381,abb05,multi_s,12
2022_04_27_abb05,60,spout05,sucrose00,6,3,3,1.4142135623730951,abb05,multi_s,12
2022_04_27_abb05,70,spout01,sucrose20,15,7.5,7.5,0.7071067811865476,abb05,multi_s,12
2022_04_27_abb05,70,spout02,sucrose30,27,13.5,13.5,0.7071067811865476,abb05,multi_s,12
2022_04_27_abb05,70,spout03,sucrose05,4,2,2,0,abb05,multi_s,12
2022_04_27_abb05,70,spout04,sucrose10,13,6.5,6.5,3.5355339059327378,abb05,multi_s,12
2022_04_27_abb05,70,spout05,sucrose00,1,0.5,0.5,0.7071067811865476,abb05,multi_s,12
2022_04_27_abb05,80,spout01,sucrose20,11,5.5,5.5,7.7781745930520225,abb05,multi_s,12
2022_04_27_abb05,80,spout02,sucrose30,12,6,6,7.0710678118654755,abb05,multi_s,12
2022_04_27_abb05,80,spout03,sucrose05,8,4,4,2.8284271247461903,abb05,multi_s,12
2022_04_27_abb05,80,spout04,sucrose10,10,5,5,7.0710678118654755,abb05,multi_s,12
2022_04_27_abb05,80,spout05,sucrose00,6,3,3,1.4142135623730951,abb05,multi_s,12
2022_04_27_abb05,90,spout01,sucrose20,22,11,11,2.8284271247461903,abb05,multi_s,12
2022_04_27_abb05,90,spout02,sucrose30,23,11.5,11.5,3.5355339059327378,abb05,multi_s,12
2022_04_27_abb05,90,spout03,sucrose05,10,5,5,2.8284271247461903,abb05,multi_s,12
2022_04_27_abb05,90,spout04,sucrose10,0,0,0,0,abb05,multi_s,12
2022_04_27_abb05,90,spout05,sucrose00,4,2,2,1.4142135623730951,abb05,multi_s,12
2022_04_28_abb03,0,spout01,sucrose00,43,21.5,21.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,0,spout02,sucrose05,42,21,21,0,abb03,multi_s,13
2022_04_28_abb03,0,spout03,sucrose10,38,19,19,1.4142135623730951,abb03,multi_s,13
2022_04_28_abb03,0,spout04,sucrose20,44,22,22,1.4142135623730951,abb03,multi_s,13
2022_04_28_abb03,0,spout05,sucrose30,43,21.5,21.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,10,spout01,sucrose00,39,19.5,19.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,10,spout02,sucrose05,43,21.5,21.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,10,spout03,sucrose10,29,14.5,14.5,6.363961030678928,abb03,multi_s,13
2022_04_28_abb03,10,spout04,sucrose20,42,21,21,0,abb03,multi_s,13
2022_04_28_abb03,10,spout05,sucrose30,43,21.5,21.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,20,spout01,sucrose00,32,16,16,2.8284271247461903,abb03,multi_s,13
2022_04_28_abb03,20,spout02,sucrose05,26,13,13,2.8284271247461903,abb03,multi_s,13
2022_04_28_abb03,20,spout03,sucrose10,18,9,9,4.242640687119285,abb03,multi_s,13
2022_04_28_abb03,20,spout04,sucrose20,34,17,17,1.4142135623730951,abb03,multi_s,13
2022_04_28_abb03,20,spout05,sucrose30,40,20,20,1.4142135623730951,abb03,multi_s,13
2022_04_28_abb03,30,spout01,sucrose00,13,6.5,6.5,2.1213203435596424,abb03,multi_s,13
2022_04_28_abb03,30,spout02,sucrose05,22,11,11,1.4142135623730951,abb03,multi_s,13
2022_04_28_abb03,30,spout03,sucrose10,24,12,12,0,abb03,multi_s,13
2022_04_28_abb03,30,spout04,sucrose20,13,6.5,6.5,9.192388155425117,abb03,multi_s,13
2022_04_28_abb03,30,spout05,sucrose30,29,14.5,14.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,40,spout01,sucrose00,17,8.5,8.5,7.7781745930520225,abb03,multi_s,13
2022_04_28_abb03,40,spout02,sucrose05,13,6.5,6.5,4.949747468305833,abb03,multi_s,13
2022_04_28_abb03,40,spout03,sucrose10,8,4,4,5.656854249492381,abb03,multi_s,13
2022_04_28_abb03,40,spout04,sucrose20,23,11.5,11.5,4.949747468305833,abb03,multi_s,13
2022_04_28_abb03,40,spout05,sucrose30,32,16,16,1.4142135623730951,abb03,multi_s,13
2022_04_28_abb03,50,spout01,sucrose00,3,1.5,1.5,2.1213203435596424,abb03,multi_s,13
2022_04_28_abb03,50,spout02,sucrose05,12,6,6,8.48528137423857,abb03,multi_s,13
2022_04_28_abb03,50,spout03,sucrose10,5,2.5,2.5,3.5355339059327378,abb03,multi_s,13
2022_04_28_abb03,50,spout04,sucrose20,27,13.5,13.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,50,spout05,sucrose30,28,14,14,2.8284271247461903,abb03,multi_s,13
2022_04_28_abb03,60,spout01,sucrose00,4,2,2,2.8284271247461903,abb03,multi_s,13
2022_04_28_abb03,60,spout02,sucrose05,9,4.5,4.5,2.1213203435596424,abb03,multi_s,13
2022_04_28_abb03,60,spout03,sucrose10,0,0,0,0,abb03,multi_s,13
2022_04_28_abb03,60,spout04,sucrose20,0,0,0,0,abb03,multi_s,13
2022_04_28_abb03,60,spout05,sucrose30,17,8.5,8.5,12.020815280171307,abb03,multi_s,13
2022_04_28_abb03,70,spout01,sucrose00,12,6,6,8.48528137423857,abb03,multi_s,13
2022_04_28_abb03,70,spout02,sucrose05,0,0,0,0,abb03,multi_s,13
2022_04_28_abb03,70,spout03,sucrose10,11,5.5,5.5,7.7781745930520225,abb03,multi_s,13
2022_04_28_abb03,70,spout04,sucrose20,0,0,0,0,abb03,multi_s,13
2022_04_28_abb03,70,spout05,sucrose30,0,0,0,0,abb03,multi_s,13
2022_04_28_abb03,80,spout01,sucrose00,20,10,10,11.313708498984761,abb03,multi_s,13
2022_04_28_abb03,80,spout02,sucrose05,33,16.5,16.5,2.1213203435596424,abb03,multi_s,13
2022_04_28_abb03,80,spout03,sucrose10,8,4,4,5.656854249492381,abb03,multi_s,13
2022_04_28_abb03,80,spout04,sucrose20,31,15.5,15.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,80,spout05,sucrose30,19,9.5,9.5,13.435028842544403,abb03,multi_s,13
2022_04_28_abb03,90,spout01,sucrose00,1,0.5,0.5,0.7071067811865476,abb03,multi_s,13
2022_04_28_abb03,90,spout02,sucrose05,4,2,2,2.8284271247461903,abb03,multi_s,13
2022_04_28_abb03,90,spout03,sucrose10,9,4.5,4.5,2.1213203435596424,abb03,multi_s,13
2022_04_28_abb03,90,spout04,sucrose20,0,0,0,0,abb03,multi_s,13
2022_04_28_abb03,90,spout05,sucrose30,18,9,9,12.727922061357855,abb03,multi_s,13
2022_04_28_abb05,0,spout01,sucrose00,43,21.5,21.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,0,spout02,sucrose05,44,22,22,0,abb05,multi_s,13
2022_04_28_abb05,0,spout03,sucrose10,41,20.5,20.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,0,spout04,sucrose20,44,22,22,2.8284271247461903,abb05,multi_s,13
2022_04_28_abb05,0,spout05,sucrose30,44,22,22,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,10,spout01,sucrose00,31,15.5,15.5,3.5355339059327378,abb05,multi_s,13
2022_04_28_abb05,10,spout02,sucrose05,36,18,18,0,abb05,multi_s,13
2022_04_28_abb05,10,spout03,sucrose10,31,15.5,15.5,2.1213203435596424,abb05,multi_s,13
2022_04_28_abb05,10,spout04,sucrose20,42,21,21,2.8284271247461903,abb05,multi_s,13
2022_04_28_abb05,10,spout05,sucrose30,44,22,22,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,20,spout01,sucrose00,22,11,11,7.0710678118654755,abb05,multi_s,13
2022_04_28_abb05,20,spout02,sucrose05,26,13,13,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,20,spout03,sucrose10,25,12.5,12.5,2.1213203435596424,abb05,multi_s,13
2022_04_28_abb05,20,spout04,sucrose20,35,17.5,17.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,20,spout05,sucrose30,34,17,17,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,30,spout01,sucrose00,15,7.5,7.5,2.1213203435596424,abb05,multi_s,13
2022_04_28_abb05,30,spout02,sucrose05,33,16.5,16.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,30,spout03,sucrose10,21,10.5,10.5,6.363961030678928,abb05,multi_s,13
2022_04_28_abb05,30,spout04,sucrose20,32,16,16,4.242640687119285,abb05,multi_s,13
2022_04_28_abb05,30,spout05,sucrose30,34,17,17,4.242640687119285,abb05,multi_s,13
2022_04_28_abb05,40,spout01,sucrose00,18,9,9,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,40,spout02,sucrose05,9,4.5,4.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,40,spout03,sucrose10,20,10,10,0,abb05,multi_s,13
2022_04_28_abb05,40,spout04,sucrose20,32,16,16,0,abb05,multi_s,13
2022_04_28_abb05,40,spout05,sucrose30,28,14,14,2.8284271247461903,abb05,multi_s,13
2022_04_28_abb05,50,spout01,sucrose00,6,3,3,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,50,spout02,sucrose05,17,8.5,8.5,4.949747468305833,abb05,multi_s,13
2022_04_28_abb05,50,spout03,sucrose10,15,7.5,7.5,2.1213203435596424,abb05,multi_s,13
2022_04_28_abb05,50,spout04,sucrose20,23,11.5,11.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,50,spout05,sucrose30,29,14.5,14.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,60,spout01,sucrose00,6,3,3,0,abb05,multi_s,13
2022_04_28_abb05,60,spout02,sucrose05,10,5,5,2.8284271247461903,abb05,multi_s,13
2022_04_28_abb05,60,spout03,sucrose10,15,7.5,7.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,60,spout04,sucrose20,26,13,13,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,60,spout05,sucrose30,28,14,14,2.8284271247461903,abb05,multi_s,13
2022_04_28_abb05,70,spout01,sucrose00,4,2,2,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,70,spout02,sucrose05,19,9.5,9.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,70,spout03,sucrose10,9,4.5,4.5,3.5355339059327378,abb05,multi_s,13
2022_04_28_abb05,70,spout04,sucrose20,19,9.5,9.5,2.1213203435596424,abb05,multi_s,13
2022_04_28_abb05,70,spout05,sucrose30,25,12.5,12.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,80,spout01,sucrose00,4,2,2,0,abb05,multi_s,13
2022_04_28_abb05,80,spout02,sucrose05,12,6,6,4.242640687119285,abb05,multi_s,13
2022_04_28_abb05,80,spout03,sucrose10,11,5.5,5.5,0.7071067811865476,abb05,multi_s,13
2022_04_28_abb05,80,spout04,sucrose20,6,3,3,4.242640687119285,abb05,multi_s,13
2022_04_28_abb05,80,spout05,sucrose30,18,9,9,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,90,spout01,sucrose00,2,1,1,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,90,spout02,sucrose05,18,9,9,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,90,spout03,sucrose10,16,8,8,1.4142135623730951,abb05,multi_s,13
2022_04_28_abb05,90,spout04,sucrose20,8,4,4,5.656854249492381,abb05,multi_s,13
2022_04_28_abb05,90,spout05,sucrose30,11,5.5,5.5,7.7781745930520225,abb05,multi_s,13
2022_05_02_abb01,0,spout01,sucrose10,21,10.5,10.5,6.363961030678928,abb01,multi_s,14
2022_05_02_abb01,0,spout02,sucrose00,35,17.5,17.5,2.1213203435596424,abb01,multi_s,14
2022_05_02_abb01,0,spout03,sucrose30,37,18.5,18.5,0.7071067811865476,abb01,multi_s,14
2022_05_02_abb01,0,spout04,sucrose05,40,20,20,0,abb01,multi_s,14
2022_05_02_abb01,0,spout05,sucrose20,38,19,19,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,10,spout01,sucrose10,33,16.5,16.5,2.1213203435596424,abb01,multi_s,14
2022_05_02_abb01,10,spout02,sucrose00,31,15.5,15.5,0.7071067811865476,abb01,multi_s,14
2022_05_02_abb01,10,spout03,sucrose30,27,13.5,13.5,2.1213203435596424,abb01,multi_s,14
2022_05_02_abb01,10,spout04,sucrose05,36,18,18,2.8284271247461903,abb01,multi_s,14
2022_05_02_abb01,10,spout05,sucrose20,35,17.5,17.5,0.7071067811865476,abb01,multi_s,14
2022_05_02_abb01,20,spout01,sucrose10,19,9.5,9.5,13.435028842544403,abb01,multi_s,14
2022_05_02_abb01,20,spout02,sucrose00,17,8.5,8.5,6.363961030678928,abb01,multi_s,14
2022_05_02_abb01,20,spout03,sucrose30,22,11,11,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,20,spout04,sucrose05,27,13.5,13.5,6.363961030678928,abb01,multi_s,14
2022_05_02_abb01,20,spout05,sucrose20,34,17,17,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,30,spout01,sucrose10,17,8.5,8.5,2.1213203435596424,abb01,multi_s,14
2022_05_02_abb01,30,spout02,sucrose00,13,6.5,6.5,4.949747468305833,abb01,multi_s,14
2022_05_02_abb01,30,spout03,sucrose30,24,12,12,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,30,spout04,sucrose05,10,5,5,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,30,spout05,sucrose20,33,16.5,16.5,2.1213203435596424,abb01,multi_s,14
2022_05_02_abb01,40,spout01,sucrose10,20,10,10,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,40,spout02,sucrose00,13,6.5,6.5,6.363961030678928,abb01,multi_s,14
2022_05_02_abb01,40,spout03,sucrose30,18,9,9,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,40,spout04,sucrose05,29,14.5,14.5,0.7071067811865476,abb01,multi_s,14
2022_05_02_abb01,40,spout05,sucrose20,36,18,18,2.8284271247461903,abb01,multi_s,14
2022_05_02_abb01,50,spout01,sucrose10,8,4,4,2.8284271247461903,abb01,multi_s,14
2022_05_02_abb01,50,spout02,sucrose00,2,1,1,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,50,spout03,sucrose30,18,9,9,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,50,spout04,sucrose05,12,6,6,4.242640687119285,abb01,multi_s,14
2022_05_02_abb01,50,spout05,sucrose20,28,14,14,1.4142135623730951,abb01,multi_s,14
2022_05_02_abb01,60,spout01,sucrose10,13,6.5,6.5,9.192388155425117,abb01,multi_s,14
2022_05_02_abb01,60,spout02,sucrose00,0,0,0,0,abb01,multi_s,14
2022_05_02_abb01,60,spout03,sucrose30,7,3.5,3.5,4.949747468305833,abb01,multi_s,14
2022_05_02_abb01,60,spout04,sucrose05,9,4.5,4.5,6.363961030678928,abb01,multi_s,14
2022_05_02_abb01,60,spout05,sucrose20,13,6.5,6.5,9.192388155425117,abb01,multi_s,14
2022_05_02_abb01,70,spout01,sucrose10,10,5,5,2.8284271247461903,abb01,multi_s,14
2022_05_02_abb01,70,spout02,sucrose00,0,0,0,0,abb01,multi_s,14
2022_05_02_abb01,70,spout03,sucrose30,13,6.5,6.5,0.7071067811865476,abb01,multi_s,14
2022_05_02_abb01,70,spout04,sucrose05,9,4.5,4.5,0.7071067811865476,abb01,multi_s,14
2022_05_02_abb01,70,spout05,sucrose20,15,7.5,7.5,10.606601717798213,abb01,multi_s,14
2022_05_02_abb01,80,spout01,sucrose10,0,0,0,0,abb01,multi_s,14
2022_05_02_abb01,80,spout02,sucrose00,10,5,5,7.0710678118654755,abb01,multi_s,14
2022_05_02_abb01,80,spout03,sucrose30,0,0,0,0,abb01,multi_s,14
2022_05_02_abb01,80,spout04,sucrose05,13,6.5,6.5,9.192388155425117,abb01,multi_s,14
2022_05_02_abb01,80,spout05,sucrose20,12,6,6,8.48528137423857,abb01,multi_s,14
2022_05_02_abb01,90,spout01,sucrose10,3,1.5,1.5,2.1213203435596424,abb01,multi_s,14
2022_05_02_abb01,90,spout02,sucrose00,0,0,0,0,abb01,multi_s,14
2022_05_02_abb01,90,spout03,sucrose30,0,0,0,0,abb01,multi_s,14
2022_05_02_abb01,90,spout04,sucrose05,0,0,0,0,abb01,multi_s,14
2022_05_02_abb01,90,spout05,sucrose20,12,6,6,8.48528137423857,abb01,multi_s,14
2022_05_02_abb04,0,spout01,sucrose10,38,19,19,1.4142135623730951,abb04,multi_s,14
2022_05_02_abb04,0,spout02,sucrose00,26,13,13,1.4142135623730951,abb04,multi_s,14
2022_05_02_abb04,0,spout03,sucrose30,35,17.5,17.5,0.7071067811865476,abb04,multi_s,14
2022_05_02_abb04,0,spout04,sucrose05,44,22,22,0,abb04,multi_s,14
2022_05_02_abb04,0,spout05,sucrose20,41,20.5,20.5,2.1213203435596424,abb04,multi_s,14
2022_05_02_abb04,10,spout01,sucrose10,40,20,20,4.242640687119285,abb04,multi_s,14
2022_05_02_abb04,10,spout02,sucrose00,33,16.5,16.5,0.7071067811865476,abb04,multi_s,14
2022_05_02_abb04,10,spout03,sucrose30,27,13.5,13.5,3.5355339059327378,abb04,multi_s,14
2022_05_02_abb04,10,spout04,sucrose05,31,15.5,15.5,9.192388155425117,abb04,multi_s,14
2022_05_02_abb04,10,spout05,sucrose20,42,21,21,1.4142135623730951,abb04,multi_s,14
2022_05_02_abb04,20,spout01,sucrose10,41,20.5,20.5,2.1213203435596424,abb04,multi_s,14
2022_05_02_abb04,20,spout02,sucrose00,30,15,15,1.4142135623730951,abb04,multi_s,14
2022_05_02_abb04,20,spout03,sucrose30,37,18.5,18.5,2.1213203435596424,abb04,multi_s,14
